NADRNF5_2213	K01880
NMSP_0674	K01848
NADRNF5_1020	K05606
NSED_05420	K01006
NPIRD3C_1214	K01803
Nmar_0949	K15383
NPIRD3C_1225	K02319
NSED_05400	K01493
SU86_004270	K22736
NADRNF5_1033	K03769
NPIRD3C_1239	K02548
NADRNF5_1060	K01953
NADRNF5_1061	K07108
NKOR_05240	K03622
NPIRD3C_1246	K03014
NPIRD3C_1247	K09143
NKOR_05225	K02975
NSED_05805	K03498
NSED_05170	K01868
NSED_05165	K01480
NADRNF5_1078	K17884
NADRNF5_1079	K02976
NADRNF5_2162	K03709
Nmar_0109	K06965
NPIRD3C_0111	K03926
NKOR_00275	K01512
NADRNF5_2172	K02886
NSED_00215	K13525
NSED_00210	K09482
NADRNF5_2175	K03330
NPIRD3C_0123	K03686
NADRNF5_2179	K04043
NSED_00175	K03687
NMSP_0097	K09726
NADRNF5_2184	K01992
NPIRD3C_0131	K01990
NDEV_0119	K03724
NSED_00130	K04482
NADRNF5_2190	K04796
NSED_00120	K00789
NADRNF5_2193	K02188
NADRNF5_2194	K02189
Nmar_0081	K03795
NADRNF5_2196	K06042
NSED_00090	K02224
NSED_00085	K19221
NKOR_00130	K03237
NMSP_0079	K11130
NSED_00070	K07151
NSED_00060	K07158
NSED_00055	K03242
NKOR_00100	K02991
NADRNF5_2208	K01951
NKOR_00080	K09118
NSED_00025	K02683
NSED_00020	K18882
NKOR_00065	K01151
NPIRD3C_0158	K01880
NSED_09930	K01776
NPIRD3C_0323	K05936
NPIRD3C_0322	K03394
NSED_09915	K02191
NPIRD3C_0318	K09128
NSED_09885	K10773
NSED_09875	K00958
NMSP_0051	K00390
NKOR_09805	K07124
NKOR_09800	K07027
NSED_09835	K24104
NSED_09830	K00872
NSED_09825	K06920
NPIRD3C_0299	K01495
NADRNF5_0031	K10026
NKOR_09710	K01082
NPIRD3C_0284	K00860
NSED_09675	K03885
NSED_09670	K03768
NADRNF5_0066	K02323
Nmar_0001	K10725
Nmar_1795	K17104
NADRNF5_0073	K02322
Nmar_1793	K00600
NKOR_09530	K22447
NPIRD3C_0246	K01915
NMSP_1705	K09723
NSED_02415	K07220
NSED_02420	K03306
Cabys_2215	K08982
NMSP_0424	K02877
NADRNF5_0686	K00058
Nmar_1259	K00368
NSED_07065	K01744
NKOR_07200	K15865
Nmar_1262	K03531
NKOR_07210	K02910
Nmar_1264	K02924
NKOR_07230	K00548
NPIRD3C_0845	K00548
NKOR_07245	K02050
NADRNF5_0672	K02049
NMSP_0406	K02051
NSED_07140	K01940
Nmar_1287	K05826
NADRNF5_0668	K05827
NPIRD3C_0835	K05829
NADRNF5_0666	K05828
NKOR_07285	K05830
Nmar_1294	K05826
NMSP_0393	K05827
NKOR_07315	K05831
NADRNF5_0659	K20215
NSED_07205	K14656
Nmar_1301	K07732
NSED_07215	K02316
NADRNF5_0655	K13628
NMSP_0386	K15019
NSED_07250	K18594
NADRNF5_0626	K00260
NSED_07280	K03432
NPIRD3C_0810	K03183
NPIRD3C_0809	K08153
NPIRD3C_0807	K03116
NADRNF5_0619	K00571
NPIRD3C_0805	K06877
NKOR_07485	K03163
NSED_07505	K03651
NKOR_07655	K00030
NADRNF5_0501	K02493
NKOR_07665	K02528
NADRNF5_0499	K07572
NADRNF5_0497	K02889
NADRNF5_0496	K06941
NPIRD3C_2047	K04483
NPIRD3C_2048	K02983
NPIRD3C_2050	K02823
NADRNF5_0490	K17828
Nmar_1391	K14564
NKOR_07860	K07566
NKOR_07865	K06963
NKOR_07875	K02962
NKOR_07880	K03424
NKOR_07885	K24450
NMSP_0302	K00946
NSED_07970	K02948
NKOR_07955	K14415
NPIRD3C_2116	K01756
NKOR_07970	K01953
Nmar_1468	K01724
NSED_08035	K01737
NADRNF5_0421	K01873
NADRNF5_0418	K08681
NKOR_08010	K06215
NKOR_08045	K01681
NSED_08190	K01890
NADRNF5_0407	K01889
NPIRD3C_2135	K01867
SU86_008380	K02201
NSED_08250	K06223
NMSP_0259	K10944
NSED_08265	K10946
NPIRD3C_2150	K10945
NADRNF5_0385	K02956
NADRNF5_0384	K07462
NPIRD3C_2158	K01875
NADRNF5_0381	K02984
NSED_08320	K07581
NKOR_08250	K04748
NADRNF5_0375	K01738
NADRNF5_0373	K03120
Nmar_1523	K04751
NPIRD3C_2173	K05540
NKOR_08320	K15449
NKOR_08325	K02428
NKOR_08330	K08851
NKOR_08340	K01409
NPIRD3C_0007	K06942
NSED_08440	K18532
NKOR_08355	K18779
NADRNF5_0352	K07577
NSED_08465	K03660
NSED_08480	K00412
NADRNF5_0347	K15878
NMSP_1705	K09723
NKOR_09485	K07176
NSED_09545	K07558
NADRNF5_0086	K01975
NKOR_09465	K09736
NADRNF5_0091	K00784
NPIRD3C_0231	K07446
NKOR_09440	K00948
NADRNF5_0105	K11717
NPIRD3C_0212	K14165
NKOR_09330	K03057
NSED_09345	K04802
NKOR_09320	K00928
NADRNF5_0117	K05934
NKOR_09305	K01866
NSED_09305	K13010
NMSP_1666	K00577
NKOR_09245	K03768
NSED_09240	K04719
NADRNF5_0137	K07245
NPIRD3C_0183	K01974
NADRNF5_0139	K00952
NPIRD3C_0179	K00096
NSED_09200	K03433
NSED_09195	K07041
NADRNF5_0147	K01262
Nmar_1721	K13038
NPIRD3C_0169	K00606
Nmar_1719	K09722
NSED_09150	K06982
Nmar_1716	K01515
Nmar_1714	K09808
NMSP_1629	K09810
NADRNF5_0165	K13993
NKOR_09065	K00943
Nmar_1706	K06885
NPIRD3C_0334	K09903
NADRNF5_0177	K07464
NKOR_09025	K02119
NKOR_09015	K03320
NSED_09030	K01011
NSED_09015	K02123
NADRNF5_0488	K04795
Nmar_1393	K03470
NADRNF5_0486	K00555
NPIRD3C_2056	K02427
NSED_07590	K00759
NMSP_0344	K00772
NSED_07730	K03166
NADRNF5_0472	K03167
NKOR_07770	K06961
NADRNF5_0470	K07178
NADRNF5_0469	K09148
NSED_07755	K03238
NPIRD3C_2076	K08975
NSED_07775	K15888
NKOR_07810	K01518
NADRNF5_0461	K01591
NSED_07795	K01939
NADRNF5_0939	K07304
NKOR_05620	K05714
NSED_05715	K03821
NSED_05710	K22881
NSED_05700	K07101
NSED_05680	K03524
NPIRD3C_1166	K06929
Nmar_0980	K06942
NPIRD3C_1197	K01883
NSED_05565	K01916
NPIRD3C_1199	K05710
Nmar_0964	K01251
NSED_05545	K01874
NSED_04905	K02044
NMSP_1268	K19169
NMSP_1267	K19170
NMSP_1266	K19171
NMSP_1265	K19172
NMSP_1264	K04487
NMSP_1268	K19169
NMSP_1267	K19170
NMSP_1266	K19171
NMSP_1265	K19172
NMSP_1264	K04487
SU86_006920	K19002
SU86_006925	K01784
SU86_006930	K22278
T478_0162	K05606
NADRNF5_2125	K00997
ANT_25410	K01937
CFX0092_A0183	K01937
CLDAP_12540	K01937
CFX0092_A2591	K02636
CLDAP_20090	K00412
NADRNF5_2015	K01174
NMSP_0424	K02877
NADRNF5_0686	K00058
NSED_07060	K00368
NADRNF5_0684	K01744
Nmar_1261	K15865
NPIRD3C_0851	K03531
NKOR_07210	K02910
NADRNF5_0680	K02924
NKOR_07230	K00548
NKOR_07235	K00548
NSED_07110	K08153
NKOR_07245	K02050
NADRNF5_0672	K02049
NADRNF5_0671	K02051
NKOR_07260	K01940
NKOR_07265	K05826
NADRNF5_0668	K05827
NSED_07155	K05829
NADRNF5_0666	K05828
NKOR_07285	K05830
Nmar_1294	K05826
NSED_07185	K05827
Nmar_1296	K05831
NADRNF5_0659	K20215
NADRNF5_0658	K14656
Nmar_1301	K07732
NSED_07215	K02316
NKOR_07345	K13628
NADRNF5_0652	K15019
NSED_07250	K18594
NADRNF5_0626	K00260
NSED_07280	K03432
NPIRD3C_0810	K03183
NKOR_07415	K08153
NPIRD3C_0809	K08153
NADRNF5_0620	K03116
NKOR_07430	K00571
NPIRD3C_0805	K06877
NKOR_07485	K03163
NVIE_021410	K07498
NDEV_1455	K07636
CENSYa_0471	K00030
NADRNF5_0501	K02493
NADRNF5_0500	K02528
NADRNF5_0499	K07572
NADRNF5_0497	K02889
NADRNF5_0496	K06941
NPIRD3C_2047	K04483
NPIRD3C_2048	K02983
NADRNF5_0491	K02823
NADRNF5_0490	K17828
Nmar_1391	K14564
NMSP_0353	K04795
Nmar_1393	K03470
NADRNF5_0486	K00555
NPIRD3C_2056	K02427
NSED_07590	K00759
NMSP_0344	K00772
NSED_07730	K03166
NKOR_07765	K03167
NKOR_07770	K06961
NADRNF5_0470	K07178
NADRNF5_0469	K09148
NSED_07755	K03238
NSED_07770	K08975
NKOR_07805	K15888
NKOR_07810	K01518
NADRNF5_0461	K01591
NKOR_07825	K01939
NKOR_07860	K07566
NKOR_07865	K06963
NPIRD3C_2094	K06963
NKOR_07880	K03424
NPIRD3C_2098	K24450
NKOR_07930	K00946
Nmar_1450	K02948
NKOR_07955	K14415
NPIRD3C_2116	K01756
NKOR_07970	K01953
NADRNF5_0423	K01724
NKOR_07980	K01737
NSED_08035	K01737
NADRNF5_0421	K01873
NADRNF5_0418	K08681
NKOR_08010	K06215
Nmar_1482	K01681
Nmar_1488	K01890
Nmar_1489	K01889
NKOR_08090	K01867
Nmar_1494	K02201
NPIRD3C_2146	K06223
NMSP_0259	K10944
NSED_08265	K10946
NADRNF5_0391	K10945
NADRNF5_0385	K02956
NADRNF5_0384	K07462
Nmar_1511	K01875
NSED_08315	K02984
NADRNF5_0380	K07581
NKOR_08250	K04748
NADRNF5_0375	K01738
NKOR_08270	K03120
Nmar_1523	K04751
NADRNF5_0366	K05540
NKOR_08320	K15449
NPIRD3C_0003	K02428
NKOR_08330	K08851
Nmar_1533	K01409
NPIRD3C_0007	K06942
NADRNF5_0356	K18532
NSED_08445	K18779
NADRNF5_0352	K07577
NKOR_08370	K07577
NSED_08465	K03660
NSED_08480	K00412
SU86_006950	K17865
SU86_006950	K17865
SU86_006955	K00997
SU86_006965	K00973
SU86_006965	K00973
SU86_006965	K00973
SU86_006970	K01710
NKOR_00475	K15894
SU86_007100	K07257
SU86_007125	K13010
NDEV_0208	K13010
SU86_007060	K18431
T478_0199	K03271
T478_0196	K03270
KSMBR1_2322	K03079
KSMBR1_2322	K03079
T478_0168	K13327
MSHOH_0633	K05363
SU86_007140	K15916
QT03_C0001G0173	K06218
NKOR_00550	K08963
NMSP_0138	K19294
NMSP_0169	K00059
NPIRD3C_0524	K14260
NADRNF5_2100	K06988
NADRNF5_2099	K15634
NPIRD3C_0530	K02275
NKOR_00715	K02274
NADRNF5_2064	K00826
NADRNF5_2066	K00928
NPIRD3C_0548	K02563
NKOR_00795	K06196
SU86_007575	K00809
SU86_007580	K00809
SU86_007620	K01430
NSED_07675	K03190
NPIRD3C_1388	K03190
NPIRD3C_1389	K03189
NSED_07665	K03188
NSED_07660	K03187
SU86_007690	K01430
NPIRD3C_1393	K01429
NSED_07645	K01428
NADRNF5_2052	K03469
NSED_00830	K18593
NADRNF5_2050	K14534
NADRNF5_2049	K13280
NADRNF5_2047	K03671
Nmar_0214	K01464
NSED_00915	K01807
NPIRD3C_0612	K04796
NADRNF5_2038	K01470
Nmar_0223	K01433
NPIRD3C_0614	K01433
Nmar_0224	K15778
NADRNF5_2035	K02936
NKOR_00970	K02979
Nmar_0227	K02896
Nmar_0228	K00940
NADRNF5_2032	K03243
NKOR_00990	K03671
NPIRD3C_0624	K24956
NSED_01090	K01892
NKOR_01030	K03264
NPIRD3C_0632	K04801
NSED_01115	K09723
NKOR_01055	K10726
NADRNF5_2006	K03726
NADRNF5_2005	K02851
NADRNF5_2002	K09791
NSED_01150	K18855
NADRNF5_2000	K00826
Nmar_0253	K00528
NADRNF5_1996	K03622
NSED_01190	K00239
NPIRD3C_0649	K00241
NSED_01200	K00242
NADRNF5_1989	K00240
NSED_01215	K01755
NSED_01225	K02492
NSED_01235	K00528
NPIRD3C_0658	K01092
NSED_01250	K04800
NSED_01260	K18604
NPIRD3C_0663	K18603
NADRNF5_1976	K18605
NPIRD3C_0665	K24129
NADRNF5_1974	K00330
NSED_01285	K00331
NMSP_1431	K00333
NKOR_01245	K00337
NSED_01305	K00338
NPIRD3C_0673	K05576
NKOR_01265	K00342
NSED_01320	K00342
NADRNF5_1966	K00341
NADRNF5_1965	K00343
NADRNF5_1964	K02523
NSED_01340	K06137
NKOR_01290	K00762
NKOR_01305	K03789
NMSP_1414	K15429
NKOR_01320	K06174
NADRNF5_1954	K01255
NADRNF5_1952	K00615
NSED_01450	K00615
NSED_01455	K00616
NPIRD3C_0697	K03284
NKOR_01385	K09721
NMSP_1397	K01885
NPIRD3C_0713	K01885
Nmar_0312	K13787
NSED_01510	K01823
NKOR_01425	K06981
Nmar_0315	K00869
NDEV_0282	K06990
NADRNF5_1936	K02967
NADRNF5_1935	K01689
NADRNF5_1934	K03058
NADRNF5_1933	K07477
NPIRD3C_0723	K17759
NPIRD3C_0724	K01069
NADRNF5_1927	K00820
NADRNF5_1926	K02986
NKOR_01485	K02952
NSED_01620	K06898
NSED_01625	K00024
NKOR_01545	K09121
NADRNF5_1912	K06864
NKOR_01555	K04487
NKOR_01585	K03053
NSED_01670	K13798
NKOR_01595	K03041
NPIRD3C_0753	K04796
NADRNF5_1900	K02908
Nmar_0353	K02600
NADRNF5_1898	K02950
NSED_01710	K02992
NADRNF5_1895	K06940
NMSP_1348	K01869
NSED_01805	K01872
NSED_01805	K01872
NDEV_0324	K02869
NSED_01840	K02864
NPIRD3C_2007	K02863
NSED_01850	K03718
NADRNF5_1794	K02867
NADRNF5_1793	K02601
NKOR_01900	K07342
NADRNF5_1791	K09716
Nmar_0388	K00567
NADRNF5_1789	K02885
NADRNF5_1788	K02912
NMSP_1333	K01610
NADRNF5_1786	K14647
NKOR_01940	K04564
NADRNF5_1784	K04797
NSED_01910	K03110
Nmar_0397	K00611
NPIRD3C_1968	K02881
NPIRD3C_1967	K02988
NPIRD3C_1966	K02907
NPIRD3C_1965	K02876
NMSP_1323	K03076
NPIRD3C_1964	K03076
NSED_01950	K00939
Nmar_0403	K00939
Nmar_0405	K00945
NSED_01965	K11131
NADRNF5_1767	K15736
NSED_02140	K00015
NMSP_1312	K00174
NMSP_1311	K00175
NADRNF5_1753	K01703
NSED_02190	K01704
NKOR_02100	K01703
NPIRD3C_1939	K01704
NMSP_1302	K00966
NSED_02210	K02996
NPIRD3C_1936	K02871
NMSP_1299	K02883
NKOR_02130	K03047
NMSP_1297	K14574
NADRNF5_1743	K03679
NADRNF5_1742	K11600
Nmar_0433	K12589
NKOR_02160	K02921
Nmar_0436	K04798
NADRNF5_0343	K21029
NSED_00760	K01733
NPIRD3C_0083	K01496
NSED_00745	K02500
NSED_00745	K02500
NSED_00740	K01814
NADRNF5_0338	K01814
NMSP_0206	K02501
NMSP_0205	K01693
NADRNF5_0334	K00817
NMSP_0203	K00817
NSED_00715	K00013
NMSP_0202	K00013
NADRNF5_0332	K00765
NKOR_08475	K00765
NSED_00705	K00054
NADRNF5_0331	K00054
NSED_00695	K06932
Nmar_1562	K06932
NKOR_08505	K07561
NADRNF5_0325	K07573
NKOR_08535	K00088
NADRNF5_0321	K00796
NSED_00650	K07142
NPIRD3C_0482	K01951
SU86_002465	K00027
NADRNF5_0791	K03885
NADRNF5_1460	K07006
Nmar_1576	K00847
NKOR_08575	K22447
NADRNF5_0313	K01486
NSED_00610	K02929
NSED_00605	K02978
NADRNF5_0311	K19712
NSED_00595	K02233
Nmar_1583	K02227
NMSP_0175	K02232
NADRNF5_0308	K02232
Nmar_1585	K04720
NSED_00570	K00133
Nmar_1587	K03718
NKOR_08645	K02257
NSED_06170	K03413
NKOR_08690	K16874
NMSP_1543	K02107
NPIRD3C_0452	K03626
NADRNF5_0282	K07398
NPIRD3C_0449	K03665
NMSP_1548	K07254
NADRNF5_0279	K07254
Nmar_1607	K03136
NPIRD3C_0445	K18601
NMSP_1553	K14654
NKOR_08785	K08096
NSED_08740	K00794
NADRNF5_0268	K02858
NPIRD3C_0436	K00793
Nmar_1619	K03413
NKOR_08820	K01644
NSED_08785	K06875
NSED_08790	K02966
NKOR_08840	K03540
NADRNF5_0255	K14568
NPIRD3C_0425	K00525
NSED_08875	K21636
NMSP_1573	K07068
NKOR_08875	K00626
NADRNF5_0248	K07479
Nmar_1633	K11206
NADRNF5_0246	K01821
NADRNF5_0234	K14166
Nmar_1653	K09816
NADRNF5_0232	K09817
NADRNF5_0231	K09815
NADRNF5_0230	K07722
NADRNF5_0193	K07157
NPIRD3C_0353	K00609
Nmar_1687	K00610
NMSP_1603	K02124
NMSP_1605	K02120
NPIRD3C_0348	K02118
NKOR_08995	K02117
NPIRD3C_0346	K02121
NSED_09010	K02121
NSED_09015	K02123
NSED_09030	K01011
NSED_09040	K03320
NKOR_09025	K02119
NADRNF5_0177	K07464
NKOR_09055	K09903
NADRNF5_0172	K06885
NKOR_09065	K00943
NADRNF5_0165	K13993
NKOR_09100	K09810
Nmar_1714	K09808
Nmar_1716	K01515
NADRNF5_0154	K06982
NSED_09155	K09722
NPIRD3C_0169	K00606
NKOR_09140	K13038
NPIRD3C_0174	K01262
NADRNF5_0146	K00566
NADRNF5_0144	K07041
NADRNF5_0143	K03433
Nmar_1729	K00096
Nmar_1732	K00952
NPIRD3C_0183	K01974
Nmar_1736	K04719
NKOR_09245	K03768
NSED_09300	K00577
NSED_09305	K13010
NMSP_1667	K13010
NKOR_09305	K01866
NADRNF5_0117	K05934
NKOR_09320	K00928
NSED_09345	K04802
NPIRD3C_0207	K03057
Nmar_1760	K14165
NDEV_2096	K04069
NKOR_09360	K07130
NADRNF5_0105	K11717
NADRNF5_0621	K04751
NADRNF5_1476	K00024
NSED_09505	K00948
NADRNF5_0092	K07446
NSED_09515	K00784
NPIRD3C_0233	K12410
Nmar_1779	K09736
NADRNF5_0086	K01975
Nmar_1782	K07558
Nmar_1783	K07176
NADRNF5_0082	K17218
NPIRD3C_0245	K09723
NKOR_09520	K01915
NPIRD3C_0248	K22447
NSED_09600	K00600
NADRNF5_0073	K02322
NPIRD3C_0251	K17104
Nmar_0001	K10725
NADRNF5_0066	K02323
NSED_09660	K03399
Nmar_0007	K03768
NSED_09675	K03885
NADRNF5_0058	K13993
NADRNF5_0057	K13525
NKOR_09650	K06199
NSED_09760	K01082
NPIRD3C_0284	K00860
NADRNF5_0031	K10026
Nmar_0038	K01495
NPIRD3C_0301	K06920
NADRNF5_0027	K00872
NSED_09835	K24104
NPIRD3C_0305	K07027
NSED_09845	K07124
NSED_09845	K07124
NMSP_0051	K00390
NSED_09875	K00958
NADRNF5_0015	K10773
NPIRD3C_0318	K09128
SU86_006505	K09141
NSED_09915	K02191
NSED_09915	K02191
NKOR_00020	K03394
NSED_09920	K03394
NPIRD3C_0323	K05936
NKOR_00010	K01776
NSED_09930	K01776
NSED_09915	K02191
NPIRD3C_0322	K03394
NPIRD3C_0323	K05936
NKOR_00010	K01776
NPIRD3C_0158	K01880
NKOR_00315	K07496
NTE_00749	K07496
NKOR_00065	K01151
Nmar_0065	K18882
Nmar_0066	K02683
NKOR_00080	K09118
NADRNF5_2208	K01951
NKOR_00100	K02991
NSED_00055	K03242
NSED_00060	K07158
NADRNF5_2201	K07151
NSED_00075	K11130
NMSP_0080	K03237
NADRNF5_2199	K03237
NSED_00085	K19221
Nmar_0079	K02224
NSED_00090	K02224
Nmar_0080	K06042
Nmar_0081	K03795
NADRNF5_2194	K02189
NPIRD3C_0140	K02189
NPIRD3C_0139	K02188
NSED_00110	K02188
NSED_00120	K00789
SU86_006705	K04796
NADRNF5_2189	K04482
Nmar_0088	K03724
NPIRD3C_0131	K01990
NADRNF5_2184	K01992
NSED_00165	K09726
NADRNF5_2180	K03687
NSED_00180	K04043
NPIRD3C_0123	K03686
Nmar_0098	K05967
NADRNF5_2175	K03330
NSED_00210	K09482
NSED_00215	K13525
NADRNF5_2172	K02886
Nmar_0103	K01512
NPIRD3C_0111	K03926
Nmar_0109	K06965
BHR79_02940	K07496
NADRNF5_1055	K02548
T478_0815	K02548
NKOR_05280	K23255
NADRNF5_2089	K03413
NSED_05330	K23356
SU86_002750	K03413
Nmar_0942	K03769
NADRNF5_0058	K13993
Nmar_0011	K13525
NKOR_09640	K03124
NKOR_09650	K06199
NKOR_06935	K06869
NSED_02950	K06869
NPIRD3C_0883	K13993
NSED_09450	K04751
NPIRD3C_1671	K04751
NPIRD3C_1670	K03320
NPIRD3C_0285	K01082
NADRNF5_0044	K00860
Nmar_0729	K04564
NKOR_03685	K02033
NADRNF5_1420	K02034
SU86_008200	K03282
NADRNF5_1437	K04799
Nmar_0701	K01895
SU86_000365	K05794
NMSP_0987	K07305
NPIRD3C_1550	K00003
NADRNF5_1449	K03433
NADRNF5_1451	K15977
NADRNF5_1453	K17758
NADRNF5_1454	K07442
NPIRD3C_1575	K01887
NKOR_03530	K22223
NPIRD3C_1578	K06944
Nmar_0680	K01011
NADRNF5_1472	K01011
NKOR_03500	K00392
NADRNF5_1474	K22699
NSED_03435	K22699
NKOR_03450	K00384
Nmar_0670	K12339
NKOR_03430	K04085
NADRNF5_1488	K12234
NADRNF5_1489	K01079
NADRNF5_1491	K01881
NADRNF5_1491	K01881
NSED_03365	K18911
NSED_03365	K18911
Nmar_0651	K03529
NSED_03345	K01858
NMY3_01991	K07001
NKOR_03360	K06869
NSED_03335	K06869
NADRNF5_1504	K03832
NADRNF5_1506	K04479
NSED_03310	K04479
NADRNF5_0975	K22585
NSED_05625	K02016
NKOR_03250	K00020
NPIRD3C_1636	K17830
NPIRD3C_1641	K11212
NSED_03220	K14941
NSED_03215	K03124
CENSYa_1212	K03113
NADRNF5_1529	K07143
NADRNF5_1531	K08979
NSED_03180	K02035
NKOR_03155	K09140
NMSP_1073	K01265
NKOR_03125	K03120
NADRNF5_1562	K06878
Nmar_0593	K11780
NADRNF5_1569	K11781
NKOR_03040	K06869
NADRNF5_1580	K01933
Nmar_0579	K07739
NADRNF5_1584	K07739
NADRNF5_1585	K04566
NSED_03000	K02217
NSED_02985	K01246
NPIRD3C_1713	K09866
NSED_02830	K03564
NKOR_02875	K03182
NKOR_02870	K11784
NADRNF5_1625	K16306
Nmar_0552	K11646
NMSP_1120	K03785
NPIRD3C_1724	K00014
NADRNF5_1629	K00891
Nmar_0548	K00800
NSED_02770	K01736
NSED_02765	K00812
NPIRD3C_1729	K04517
NKOR_02820	K03574
Nmar_0543	K03147
NADRNF5_1639	K21219
NSED_02730	K21219
NADRNF5_1640	K00966
NADRNF5_1641	K00621
NPIRD3C_1738	K00965
NKOR_02775	K15635
NPIRD3C_1740	K09763
NADRNF5_1647	K02977
NPIRD3C_1744	K07583
NSED_02675	K03106
NSED_02670	K06927
NSED_04525	K06196
NSED_00455	K03183
CENSYa_0419	K03263
NADRNF5_1657	K03704
NSED_02650	K03236
Nmar_0525	K06940
NKOR_02700	K13953
NADRNF5_1663	K05896
NADRNF5_1664	K06024
NADRNF5_1665	K02995
Nmar_0519	K03105
NPIRD3C_1761	K03124
Nmar_0516	K09013
NSED_02590	K09131
Nmar_0512	K22225
Nmar_0511	K24866
NADRNF5_1676	K02492
NADRNF5_1677	K01698
NMSP_1006	K01669
NSED_05640	K22491
NPIRD3C_1170	K03124
NSED_02545	K06950
NPIRD3C_1780	K00927
NKOR_02560	K04488
NKOR_02555	K11717
NKOR_02540	K09014
NKOR_05530	K01183
NADRNF5_1695	K01719
NSED_02465	K02303
NSED_02460	K01749
NADRNF5_1698	K01845
NADRNF5_1702	K06188
NSED_02440	K03741
SU86_003465	K03306
NSED_02415	K07220
Nmar_0484	K02039
NPIRD3C_1801	K02036
NADRNF5_1836	K02038
NADRNF5_1835	K02037
Nmar_0479	K02040
NKOR_02475	K01992
NSED_02395	K01990
NPIRD3C_1820	K14741
Nmar_0450	K01170
NPIRD3C_1910	K02866
NSED_02310	K03455
NPIRD3C_1919	K01011
Nmar_0440	K00858
NADRNF5_1735	K07060
NADRNF5_1736	K01011
NADRNF5_1737	K10848
NPIRD3C_1926	K04798
NSED_02255	K02921
Nmar_0433	K12589
NADRNF5_1742	K11600
NADRNF5_1743	K03679
NSED_02240	K03679
NKOR_02140	K14574
NADRNF5_0939	K07304
NSED_05780	K01845
NADRNF5_0906	K02503
Nmar_1028	K15016
NADRNF5_0898	K03059
NSED_06085	K02946
NSED_06090	K03231
NADRNF5_0895	K01622
NPIRD3C_1119	K10747
NSED_06110	K07220
NPIRD3C_1117	K01170
NSED_06140	K07090
NPIRD3C_1066	K09005
SU86_002510	K03762
NSED_06165	K06865
NADRNF5_0879	K06865
NADRNF5_0878	K03413
NADRNF5_0876	K07678
NKOR_06370	K21929
NSED_06195	K03652
NPIRD3C_1053	K02031
NSED_06225	K09759
NKOR_06420	K00052
NADRNF5_0861	K01649
NADRNF5_0860	K01653
NMSP_0545	K01652
NPIRD3C_1041	K08321
NKOR_06455	K00008
Nmar_1080	K02122
NSED_06310	K06953
NPIRD3C_1034	K01955
NADRNF5_0849	K01956
Nmar_1091	K23356
Nmar_1098	K07463
NKOR_06540	K01647
Nmar_1103	K03703
NPIRD3C_1004	K03701
NSED_06410	K03701
NSED_06415	K03702
NSED_06420	K07005
NKOR_06605	K14728
NMSP_0516	K18602
Nmar_1111	K11529
NPIRD3C_0994	K07577
NKOR_06635	K11175
Nmar_1117	K01491
Nmar_1118	K01934
Nmar_1119	K01945
NKOR_06665	K01870
NADRNF5_0765	K01903
NKOR_06685	K01902
NKOR_06690	K02927
NSED_06555	K01507
NKOR_06740	K02626
NKOR_06755	K05592
Nmar_1191	K06888
NSED_06790	K13953
110462800	K15047
NSED_06825	K06176
NKOR_06865	K18235
NSED_06835	K04794
NADRNF5_0722	K17830
NADRNF5_0721	K03232
NPIRD3C_0891	K02257
NKOR_06910	K21140
NDEV_0167	K06218
NSED_06905	K15987
NKOR_06995	K09735
NPIRD3C_0877	K03593
NPIRD3C_0876	K03049
NKOR_07010	K03050
NPIRD3C_0874	K00767
NSED_06945	K03517
NADRNF5_0703	K06989
NKOR_06350	K03413
NADRNF5_0939	K07304
NKOR_05620	K05714
NSED_05715	K03821
NSED_05710	K22881
NSED_05700	K07101
NADRNF5_0949	K03124
NSED_05680	K03524
NSED_05670	K06929
Nmar_0980	K06942
Nmar_0967	K01883
NADRNF5_0987	K01916
NADRNF5_0989	K05710
NSED_05550	K01251
NSED_05545	K01874
NADRNF5_1004	K00952
Nmar_0959	K00053
NADRNF5_1006	K01849
NADRNF5_1014	K13722
Nmar_0955	K07588
NSED_05460	K01848
NADRNF5_1020	K05606
NSED_05420	K01006
NSED_05415	K01803
Nmar_0949	K15383
NADRNF5_1027	K02319
NSED_05400	K01493
SU86_004270	K22736
Nmar_0942	K03769
SU86_002750	K03413
NADRNF5_2089	K03413
NPIRD3C_1239	K02548
NADRNF5_1060	K01953
NSED_05215	K07108
NPIRD3C_1245	K03622
Nmar_0932	K03014
NPIRD3C_1247	K09143
NSED_05195	K02975
NSED_05805	K03498
Nmar_0926	K01868
NSED_05170	K01868
NPIRD3C_1253	K01480
NADRNF5_1078	K17884
Nmar_0923	K02976
NPIRD3C_1258	K00858
NADRNF5_1087	K01937
Nmar_0916	K01695
NADRNF5_1090	K01696
NADRNF5_1091	K01609
Nmar_0913	K00766
NMSP_0888	K01658
Nmar_0911	K01657
NPIRD3C_0773	K00721
NPIRD3C_0326	K00721
NPIRD3C_1516	K07159
NPIRD3C_1305	K03722
NPIRD3C_1310	K01687
NADRNF5_1168	K02503
NADRNF5_1169	K03265
NDEV_1118	K07238
NKOR_04920	K06863
NKOR_04905	K09759
Nmar_0870	K02435
NSED_04855	K02433
NKOR_04890	K02434
Nmar_0859	K07023
NADRNF5_1199	K00798
NADRNF5_1206	K01759
NADRNF5_1211	K01768
NKOR_04695	K01754
